16613|94|2|0|0|2.71|16964.56
16692|15|2|0|1|0.70|5156.05
16692|32|2|0|1|3.71|12469.45
16692|59|2|0|1|0.70|2963.77
16864|32|2|0|1|13.59|74146.47
16921|40|2|0|1|3.13|16684.18
16975|23|2|0|1|2.27|6470.09
17034|59|1|0|1|0.83|2731.53
17043|23|2|0|1|2.71|10509.52
17068|68|1|0|0|0.30|1796.58
17183|43|2|0|0|0.68|3980.56
17321|9|1|0|0|0.64|2504.92
17343|59|2|0|1|0.19|2382.89
17378|17|1|0|1|0.15|406.73
17407|59|1|0|1|1.83|3476.16
17413|81|1|0|1|0.57|2883.84
17434|17|1|0|1|0.27|508.86
17552|59|1|0|1|0.56|2793.74
17552|68|1|0|0|0.78|2920.97
17818|17|1|0|1|0.21|523.38
17977|92|1|0|0|1.35|14854.57
18082|32|2|0|1|2.63|19071.79
18094|59|2|0|1|0.14|1301.21
18103|59|2|0|1|2.22|5662.05
18139|52|2|0|1|1.51|6518.24
18158|81|1|0|1|1.85|3348.30
18158|81|2|0|1|1.85|9314.77
18318|81|2|0|1|0.90|5016.14
18372|32|2|0|1|0.71|8985.27
18408|59|2|0|1|0.50|1744.96
18410|32|2|0|1|1.03|4882.95
18438|59|2|0|1|4.31|11186.97
18515|32|2|0|1|0.08|2416.59
18581|59|2|0|1|0.20|1822.33
18632|52|1|0|1|8.00|20127.70
18632|52|2|0|1|8.00|31790.25
18976|32|2|0|1|2.08|9863.66
19067|32|2|0|1|0.19|9205.09
19067|59|1|0|1|0.53|2882.81
19067|68|1|0|0|0.53|7607.56
19179|15|2|0|1|1.96|13777.17
19272|81|1|1|1|1.88|2517.76
19515|32|2|0|1|5.01|23950.34
19679|15|2|0|1|3.14|16793.08
19679|32|2|0|1|4.69|32949.16
19679|52|2|0|1|2.62|12898.83
19679|81|2|0|1|2.16|15595.30
19740|17|2|0|1|1.32|7729.63
19740|32|2|0|1|0.39|2018.26
20041|40|2|0|1|2.92|26597.36
20041|59|2|0|1|9.85|45288.59
20041|65|2|0|1|3.66|38760.31
20082|15|2|0|1|1.47|7062.42
20253|59|2|0|1|0.45|2375.16
20693|4|2|1|1|7.17|16140.81
20693|15|2|1|1|5.75|27166.73
20693|26|2|1|1|1.32|7335.62
20693|52|2|1|1|3.23|8311.71
20881|17|1|0|1|0.70|2732.68
20934|59|1|0|1|2.79|4298.34
20943|32|2|0|1|1.41|5716.95
21119|17|1|0|1|0.26|336.18
21119|59|1|0|1|0.21|226.76
21215|17|1|0|1|0.23|1402.36
21394|52|2|0|1|0.34|3018.43
21481|52|2|0|1|0.25|2713.31
21798|59|1|0|1|2.02|5392.60
21807|59|1|0|1|1.02|2948.88
22092|59|1|0|1|1.23|2932.45
22294|17|1|0|1|0.48|1580.92
22630|59|1|0|1|0.83|7556.00
22639|40|2|0|1|0.28|4087.01
22768|59|1|0|1|0.87|3251.31
22879|17|1|0|1|1.65|5281.32
22879|87|1|0|0|1.67|7652.53
22976|32|2|0|1|1.90|12586.99
23093|40|2|0|1|2.84|17254.75
23093|52|1|0|1|1.13|3700.19
23093|52|2|0|1|1.13|7863.45
23421|17|1|0|1|0.83|1946.76
23530|32|2|0|1|0.02|3009.68
23630|17|1|0|1|1.54|5206.05
23668|59|2|0|1|1.19|8696.98
23812|59|2|0|1|0.31|2350.21
23846|59|2|0|1|1.26|7212.23
23942|81|2|0|1|0.57|4145.23
23974|59|1|0|1|0.59|3028.23
23983|32|2|0|1|1.01|4867.11
24065|94|2|0|0|2.08|11524.04
24195|87|1|0|0|0.68|3641.38
24195|87|2|0|0|0.73|5501.28
24382|59|2|0|1|0.78|4665.13
24392|40|2|0|1|0.64|5249.74
24404|32|2|0|1|9.37|33181.57
24404|81|2|0|1|8.51|31991.66
24945|32|2|0|1|0.69|5814.91
24951|17|1|0|1|0.95|2924.55
25015|32|2|0|1|1.60|9357.07
25026|9|2|0|0|2.41|8067.23
25104|23|2|0|1|2.26|18178.37
25104|52|2|0|1|3.62|26046.42
25104|59|2|0|1|3.48|26660.19
25377|59|1|0|1|2.54|3381.33
25422|59|1|0|1|1.81|3182.87
25422|68|1|0|0|1.28|3792.59
25627|26|2|0|1|0.68|4574.66
25671|9|2|0|0|3.24|7250.52
25671|15|2|0|1|2.82|10511.86
25816|81|1|0|1|1.37|5063.16
25825|17|1|0|1|0.89|3826.78
25885|52|2|0|1|0.06|1653.13
25887|68|1|0|0|1.39|2347.37
26094|17|1|0|1|0.28|2611.98
26390|17|1|0|1|0.50|1346.48
26539|15|2|0|1|2.38|15183.05
26725|68|1|0|0|0.15|1157.15
26725|87|1|0|0|0.66|2657.31
26730|17|1|0|1|0.64|1275.52
26807|17|2|0|1|0.52|2841.86
26831|40|2|0|1|0.17|2267.79
26954|59|1|0|1|1.56|4707.77
26979|17|1|0|1|2.14|1823.85
26979|59|1|0|1|0.18|4039.16
27129|59|1|0|1|0.65|5165.64
27166|59|1|0|1|0.08|109.97
27224|40|2|0|1|0.41|3364.68
27515|32|2|0|1|0.01|5015.46
27546|32|2|0|1|0.61|5011.52
27629|32|2|0|1|2.76|12859.36
27761|59|1|0|1|0.97|3592.29
27819|17|1|0|1|9.46|36571.83
27922|81|1|0|1|1.05|2740.54
28134|59|1|0|1|1.89|3204.88
28137|59|2|0|1|0.70|5174.92
28137|87|2|0|0|2.65|23791.11
28156|59|1|0|1|1.63|7347.68
28362|9|2|0|0|0.77|3752.66
28410|17|2|0|1|5.19|22648.12
28477|32|2|0|1|0.62|6066.04
28847|52|2|0|1|0.73|5276.06
28861|17|1|0|1|1.08|5445.14
29262|23|2|0|1|1.48|6083.56
29262|59|2|0|1|4.08|22743.70
29666|59|2|0|1|1.17|7042.91
29831|59|1|0|1|0.47|1278.87
30114|59|2|0|1|1.51|4189.82
30139|32|2|0|1|1.86|11220.51
30409|15|2|0|1|0.37|2646.58
30423|17|1|0|1|0.95|3949.47
30628|81|1|0|1|3.18|6106.67
30652|52|2|0|1|0.48|3617.33
30771|9|2|0|0|2.68|13612.91
30936|59|1|0|1|0.41|542.21
31012|68|1|0|0|3.22|11645.26
31153|32|2|0|1|0.10|4103.43
31551|59|1|0|1|0.95|4686.94
31565|68|1|0|0|2.99|9386.23
31622|59|2|0|1|0.42|2927.38
31836|87|1|0|0|1.33|5292.01
31836|87|2|0|0|1.33|8507.77
31838|68|1|0|0|1.38|4696.81
31890|68|1|0|0|1.04|4509.88
31899|17|1|0|1|1.34|5230.06
32006|94|2|0|0|0.23|3951.99
32060|17|1|0|1|6.81|24348.93
32060|81|1|0|1|4.83|25876.95
32437|59|2|0|1|0.71|3639.59
32572|32|2|0|1|0.03|4234.55
32660|17|1|0|1|1.15|2510.02
32681|68|1|0|0|0.57|3503.55
32730|59|2|0|1|1.24|7657.78
32795|26|2|0|1|2.63|13912.09
32795|32|2|0|1|5.12|40062.11
32795|59|2|0|1|3.84|21364.74
32896|94|2|0|0|1.52|8082.27
32986|17|1|0|1|0.21|1570.43
32997|32|2|0|1|3.47|15812.54
32997|40|2|0|1|2.63|9571.92
33084|59|1|0|1|0.37|1043.19
33248|81|2|0|1|4.29|33871.13
33428|59|2|0|1|2.94|13430.21
33453|32|2|0|1|1.32|6739.76
33486|17|2|0|1|8.51|53757.13
33486|55|2|0|1|4.25|19491.77
34190|68|1|0|0|3.78|15253.18
34244|32|2|0|1|5.19|31430.16
34315|59|1|0|1|0.41|1536.23
34407|92|1|0|0|0.69|2559.28
34500|32|2|0|1|2.95|6817.62
34512|59|1|0|1|4.85|36381.32
34775|81|2|0|1|3.06|5972.58
34853|59|2|0|1|0.44|3784.45
34922|9|2|0|0|1.34|7854.00
34977|4|2|1|1|1.23|4527.71
35052|87|2|0|0|1.30|9648.54
35100|32|2|0|1|0.86|7261.80
35271|40|2|0|1|5.88|32745.54
35284|59|1|0|1|0.82|2125.28
35287|87|2|0|0|7.59|25023.75
35465|32|2|0|1|3.82|17053.03
35689|68|1|0|0|0.59|2669.03
35719|40|2|0|1|0.88|8166.00
35819|52|2|0|1|0.47|2514.65
35888|59|1|0|1|1.06|1509.26
36088|59|2|0|1|1.99|8069.58
36094|94|2|0|0|1.55|8175.90
36122|59|1|0|1|0.92|4033.92
36123|15|2|0|1|6.72|33147.30
36258|17|1|0|1|1.97|7115.20
36331|59|1|0|1|0.78|3658.43
36468|15|2|0|1|1.91|16944.44
36535|17|1|0|1|1.60|2780.52
36535|59|1|0|1|1.60|1726.00
36708|40|2|0|1|0.55|4114.22
36918|17|1|0|1|2.07|7606.11
37005|81|1|0|1|3.74|15383.47
37371|32|2|0|1|1.16|6861.45
37461|52|2|0|1|3.68|31372.63
37661|59|1|0|1|0.90|6417.83
37826|17|2|0|1|10.15|49431.71
37826|32|2|0|1|4.47|19237.91
38025|59|1|0|1|3.94|24969.42
38272|17|1|0|1|1.44|6085.57
38272|52|2|0|1|0.94|7673.07
38272|71|1|0|1|1.06|1330.47
38272|81|1|0|1|2.95|9956.78
38272|87|1|0|0|1.63|3368.96
38443|17|1|0|1|1.11|4439.50
38454|32|2|0|1|1.02|4598.25
38481|81|1|0|1|1.10|2717.13
38512|17|2|0|1|4.99|17596.42
38557|59|1|0|1|0.23|782.49
38645|68|1|0|0|0.49|2461.44
38764|40|2|0|1|0.81|7758.29
38795|40|2|0|1|2.18|11441.87
39040|81|2|0|1|2.54|17737.63
39112|32|2|0|1|5.68|24814.61
39261|87|1|0|0|1.08|4713.47
39261|87|2|0|0|1.08|8764.61
39261|94|2|0|0|2.43|13788.63
39276|17|2|0|1|0.39|2596.15
39360|32|2|0|1|3.08|6552.92
39495|17|1|0|1|3.76|12595.37
39664|59|1|0|1|1.12|2937.64
39664|59|2|0|1|1.12|3691.97
39664|68|1|0|0|1.43|4339.70
39939|87|2|0|0|0.69|9001.37
39979|17|1|0|1|0.74|2827.24
40200|71|1|0|1|1.77|1222.71
40204|17|2|0|1|0.25|1320.57
40352|32|2|0|1|0.35|3322.52
40447|26|2|0|1|1.48|10014.36
41027|32|2|0|1|1.88|12895.82
41398|17|2|0|1|0.99|4441.38
41607|59|1|0|1|1.66|3653.17
41607|81|1|0|1|0.46|1514.72
42164|17|2|0|1|0.62|3560.10
42384|59|1|0|1|0.12|680.25
42448|9|2|0|0|1.02|3429.06
42483|32|2|0|1|0.30|2754.80
42520|32|2|0|1|0.04|4189.31
42577|9|2|0|0|1.20|5602.78
42777|59|1|0|1|0.78|9277.82
42787|40|2|0|1|0.97|7528.08
42915|40|1|0|1|0.27|1251.52
43077|9|2|0|0|0.50|3292.02
43129|59|1|0|1|0.61|1413.31
43256|87|2|0|0|1.61|7980.37
43705|17|2|0|1|4.27|14117.39
44150|9|2|0|0|4.31|15521.90
44150|32|2|0|1|1.04|6994.71
44150|59|1|0|1|1.45|7444.20
44150|81|2|0|1|0.89|6195.00
44150|87|1|0|0|0.10|2453.83
44155|59|2|0|1|0.03|4459.79
44512|32|2|0|1|3.78|22978.17
44625|17|2|0|1|1.29|2668.58
44713|59|1|0|1|2.12|3289.19
44837|68|1|0|0|0.40|2483.55
45489|26|2|0|1|1.87|9316.64
45489|32|2|0|1|6.80|49222.08
45680|59|2|0|1|1.77|11984.33
45742|9|2|0|0|0.98|3051.62
45773|32|2|0|1|5.22|39462.79
45849|40|2|0|1|0.51|4411.02
46130|59|2|0|1|0.13|2513.04
46499|32|2|0|1|0.28|4174.85
46712|59|2|0|1|0.28|2499.99
47033|59|1|0|1|1.05|4594.75
47258|40|2|0|1|1.33|10634.99
47298|59|1|0|1|0.17|597.68
47465|59|2|0|1|1.02|5329.22
47532|26|2|0|1|0.55|4515.70
47561|17|2|0|1|0.58|4970.92
47829|17|1|0|1|1.31|1737.46
47829|17|2|0|1|1.31|6803.26
47829|92|1|0|0|1.35|11302.58
47874|17|1|0|1|1.14|2807.59
47874|59|1|0|1|0.84|2163.74
47921|32|2|0|1|7.37|40535.09
48223|17|2|0|1|1.46|8554.85
48410|68|1|0|0|1.12|4579.40
48410|68|2|0|0|1.12|4054.32
48410|81|1|0|1|1.29|4360.49
48410|81|2|0|1|1.29|5788.28
48410|87|2|0|0|0.24|2928.14
48438|17|1|0|1|0.44|1775.11
48453|17|1|0|1|2.09|7051.34
48453|17|2|0|1|2.09|6381.45
48461|84|2|0|0|2.20|13004.91
48615|15|2|0|1|2.01|16944.96
48615|81|2|0|1|1.81|14633.44
48626|32|2|0|1|3.75|23659.86
48652|17|1|0|1|0.57|2568.76
48652|59|1|0|1|1.24|3406.56
48720|59|2|0|1|0.22|2967.20
48807|17|1|0|1|0.47|1850.42
48816|15|2|0|1|2.11|14712.48
48827|17|1|0|1|5.24|13339.54
48827|17|2|0|1|5.24|29349.10
48827|40|2|0|1|8.41|35192.01
48827|59|1|0|1|8.13|15779.21
48827|59|2|0|1|8.13|21132.33
48849|59|2|0|1|2.03|11584.02
48877|32|2|0|1|13.18|56584.85
48877|52|2|0|1|7.21|39817.00
48877|59|2|0|1|7.17|40613.16
48877|81|2|0|1|7.99|60311.16
48890|48|2|0|0|4.98|17178.65
49034|59|1|0|1|1.10|2538.39
49130|17|1|0|1|2.71|6006.51
49305|9|2|0|0|3.18|11848.49
49345|40|2|0|1|1.83|4632.79
49345|59|2|0|1|0.82|2607.53
49541|68|1|0|0|3.00|12510.22
49541|87|2|0|0|2.78|21952.65
49541|94|2|0|0|1.88|18243.56
49636|9|2|0|0|2.86|79507.15
49636|17|2|0|1|12.25|65689.08
49636|26|2|0|1|3.02|76931.77
49636|52|2|0|1|6.90|35745.45
49636|59|2|0|1|20.81|80118.02
49636|81|2|0|1|0.44|4027.64
49672|32|2|0|1|1.20|6783.02
49929|59|1|0|1|0.17|933.68
50093|17|1|0|1|1.03|5338.68
50343|87|1|0|0|3.43|13491.80
50386|40|2|0|1|0.43|2145.58
50441|59|1|0|1|1.01|3998.86
50486|59|2|0|1|2.40|12699.76
50528|4|2|1|1|21.60|42934.03
50528|52|2|1|1|2.85|9234.51
50647|40|2|0|1|0.52|2159.75
50909|9|2|0|0|2.00|11785.00
51031|8|2|0|0|2.09|8200.85
51311|59|1|0|1|0.38|993.06
51387|23|2|0|1|0.44|1724.76
51766|52|1|0|1|0.69|2962.51
51822|17|1|0|1|12.41|28081.02
51852|17|2|0|1|2.55|15941.75
52008|8|2|0|0|6.90|36855.77
52069|40|2|0|1|2.40|15008.57
52160|94|2|0|0|4.25|16343.09
52182|17|1|0|1|1.10|2759.46
52311|87|2|0|0|0.23|1163.14
52363|59|1|0|1|0.76|3487.94
52441|17|2|0|1|0.27|1455.93
52475|59|1|0|1|1.71|3605.06
52835|59|2|0|1|0.74|3120.73
52973|43|2|0|0|1.36|9155.96
53020|15|2|0|1|0.29|3248.16
53135|40|2|0|1|0.28|2540.74
53137|4|2|1|1|6.88|18516.21
53137|26|2|1|1|5.06|9749.52
53298|59|2|0|1|2.22|5763.23
53833|68|1|0|0|0.85|4394.85
53891|32|2|0|1|1.48|7032.32
53975|17|2|0|1|2.34|18839.02
53975|32|2|0|1|0.31|3128.13
54183|87|1|0|0|1.26|2765.04
54397|87|1|0|0|0.10|605.67
54915|15|2|0|1|2.06|15239.91
54960|68|1|0|0|1.57|6907.83
55225|32|2|0|1|2.37|6750.87
55261|32|2|0|1|3.27|8417.97
55281|26|2|0|1|0.31|7130.75
55370|17|1|0|1|0.84|1390.16
55497|59|1|0|1|6.72|9807.63
55518|40|2|0|1|1.22|3042.80
55611|81|1|0|1|0.89|5245.64
55618|32|2|0|1|0.41|5180.87
55644|52|2|0|1|0.95|9860.53
55693|52|2|0|1|0.41|2678.70
55823|59|1|0|1|0.89|4045.28
56446|17|1|0|1|0.59|2028.40
56834|32|2|0|1|2.14|14619.53
56863|17|2|0|1|1.51|4719.36
56971|32|2|0|1|4.71|33305.20
57052|17|1|0|1|1.83|3055.33
57052|59|1|0|1|5.89|15389.21
57052|87|1|0|0|3.10|5943.85
57191|32|1|0|1|3.73|3429.61
57191|32|2|0|1|3.73|33129.76
57203|59|1|0|1|0.31|568.59
57254|32|2|0|1|1.41|11033.95
57254|59|2|0|1|1.11|5770.70
57397|59|2|0|1|1.00|5390.06
57440|32|2|0|1|3.72|5534.88
57450|17|1|0|1|0.41|604.13
58150|52|2|0|1|1.63|7985.33
58378|81|1|0|1|0.73|1817.14
58478|17|2|0|1|0.18|2339.46
58567|17|2|0|1|2.62|10520.87
58595|81|2|0|1|2.29|16570.87
58685|52|2|0|1|0.27|3305.77
58769|32|2|0|1|4.25|34636.01
58769|59|2|0|1|4.07|28018.10
58948|17|1|0|1|0.42|597.25
59027|15|2|0|1|0.45|4226.30
59124|15|2|0|1|0.30|3920.46
59146|59|2|0|1|1.70|10860.44
59317|15|2|0|1|0.85|4962.95
59317|59|2|0|1|0.91|3720.11
59397|40|2|0|1|2.70|21598.85
59397|59|2|0|1|2.79|17141.73
59516|59|1|0|1|0.55|4629.26
59516|65|1|0|1|1.14|3587.11
59544|59|2|0|1|2.52|16805.82
59598|32|1|0|1|0.08|653.42
59612|81|2|0|1|1.13|12164.99
59757|9|2|0|0|0.42|3448.05
59892|9|2|0|0|3.54|12459.35
59892|17|2|0|1|7.68|45823.88
59939|9|2|0|0|2.54|11969.71
59939|17|1|0|1|10.86|43351.34
59939|17|2|0|1|10.86|47374.09
59939|52|2|0|1|3.53|13141.64
60279|87|1|0|0|1.12|4597.01
60279|87|2|0|0|1.12|8289.09
60635|17|1|0|1|2.48|13577.86
60667|40|2|0|1|0.60|3908.99
60871|40|2|0|1|3.93|16596.56
60871|59|2|0|1|4.61|18568.12
60871|81|1|0|1|6.09|19068.04
60871|81|2|0|1|6.09|26364.65
61062|9|2|0|0|2.32|10251.75
61062|84|2|0|0|0.90|5914.60
61062|94|2|0|0|2.00|10669.37
61076|23|2|0|1|0.87|4518.85
61161|59|1|0|1|1.58|4019.98
61177|17|2|0|1|7.04|36430.48
61177|26|2|0|1|2.29|23221.05
61177|32|2|0|1|5.15|39708.41
61177|52|2|0|1|7.94|38260.42
61370|15|2|0|1|1.00|4643.83
61431|40|2|0|1|1.26|2105.87
61478|32|2|0|1|2.49|10054.38
61497|15|2|0|1|1.83|9155.13
61845|59|1|0|1|0.48|1933.68
61928|81|1|0|1|2.45|7501.61
62259|94|2|0|0|0.40|5071.41
62440|15|2|0|1|0.23|3768.51
62521|59|1|0|1|0.04|675.51
62521|87|2|0|0|0.02|919.68
62580|59|1|0|1|0.56|1666.83
62606|26|2|0|1|0.49|2390.06
62629|23|2|0|1|1.76|9007.42
62629|81|1|0|1|5.09|17606.80
62869|59|1|0|1|0.41|1573.61
62977|26|2|0|1|1.85|11111.56
62977|52|2|0|1|4.84|17333.13
62977|87|2|0|0|0.39|4626.44
63133|59|1|0|1|1.70|4554.36
63133|68|1|0|0|1.48|6120.67
63133|68|2|0|0|0.13|2763.55
63133|81|1|0|1|0.22|4466.44
63133|81|2|0|1|0.22|3490.81
63133|87|2|0|0|0.12|3193.17
63181|17|1|0|1|2.68|9875.75
63181|68|1|0|0|1.10|4562.61
63209|17|1|0|1|0.64|1791.31
63209|17|2|0|1|0.64|5326.40
63312|15|2|0|1|2.12|9684.28
63365|59|1|0|1|4.41|17084.36
63510|59|1|0|1|0.14|673.25
63812|40|1|0|1|1.05|2787.96
63812|40|2|0|1|2.32|15365.72
63987|68|1|0|0|0.51|3584.12
64042|59|1|0|1|4.03|21618.12
64329|59|2|0|1|0.89|5278.17
64499|32|2|0|1|1.40|9960.72
64722|81|1|0|1|0.63|3163.55
64738|52|1|0|1|0.44|3647.85
64738|52|2|0|1|0.44|4888.57
64845|59|1|0|1|0.81|2189.24
64845|59|2|0|1|0.81|8142.10
64919|59|2|0|1|1.40|10697.22
65256|87|2|0|0|0.81|6341.80
65375|32|2|0|1|2.17|14551.76
65838|59|1|0|1|1.40|3650.54
65838|59|2|0|1|1.40|5274.52
65920|81|1|0|1|0.17|1720.57
65935|9|2|0|0|0.57|6687.17
65991|15|2|0|1|1.94|20589.76
66010|59|2|0|1|0.73|5370.20
66052|81|2|0|1|1.74|9923.30
66350|9|2|0|0|1.95|12926.52
66350|32|2|0|1|3.13|17658.11
66350|59|2|0|1|3.10|20982.71
66451|59|1|0|1|4.65|14371.13
66472|17|1|0|1|0.47|1355.05
66708|40|2|0|1|0.66|5123.32
66871|68|1|0|0|0.96|3156.54
66914|15|2|0|1|1.16|5963.23
67061|40|2|0|1|0.26|2832.43
67186|32|2|0|1|3.22|9679.95
67292|43|2|0|0|0.57|4261.30
67512|9|2|0|0|0.82|4184.68
67670|17|2|0|1|0.62|2593.35
67739|9|2|0|0|4.99|12733.74
67743|59|1|0|1|0.90|3976.16
67767|52|2|0|1|0.28|3890.49
67872|15|2|0|1|4.43|22967.31
67923|23|2|0|1|3.24|17761.71
67974|40|2|0|1|1.64|13020.68
68049|87|2|0|0|0.46|3980.08
68089|26|2|0|1|2.40|12301.36
68089|52|2|0|1|9.35|48543.74
68089|59|2|0|1|9.54|56954.29
68145|4|2|1|1|5.18|13959.98
68145|15|2|1|1|0.85|4808.46
68145|26|2|1|1|1.70|7167.83
68145|52|2|1|1|1.95|7263.92
68145|59|2|1|1|2.86|6430.99
68718|52|2|0|1|2.11|8450.79
68761|32|2|0|1|1.23|5588.07
68807|17|1|0|1|0.60|2080.80
68850|59|1|0|1|2.08|7080.70
